Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
1548	-2364.066	-2434.503	70.43738	0.211237	0.104668	0.0478908	0.0622142	0.0528428	0.135979	0.0700519	0.0475285	0.093813	0.0351276	0.130765	0.166491	0.0241106	0.0567169	0.0294438	0.0176857	0.0371486	0.100805	0.0379624	0.0021739	0.0258916	0.00236659	0.00975077	0.0208311	0.0214553	0.000990178	0.0086165	0.0245829	0.0225856	0.0276987	0.0554599	0.00297962	0.11594	0.054291	0.0246862	0.237455	0.10277	0.0184842	0.0241465	0.0117583	0.0167254	0.24911	0.0562056	0.0198331	0.0946378	0.0222018	0.00316694	0.010816	0.0081628	0.0133555	0.036873	0.389062	1.35638	0.130386	0.370251	0.733464	1.36339	2.70087	7.66953	1.473076	0.1673224	0.0752139	0.0372686	0.0170522	0.0221522	0.0188154	0.0484171	0.024943	0.0169232	0.0334034	0.0125077	0.0465606	0.0592816	0.00858492	0.0201948	0.0104839	0.00629723	0.0132273	0.0358929	0.013517	0.000774047	0.00921907	0.000842658	0.0034719	0.00741721	0.00763945	0.000352567	0.00306803	0.00875307	0.00804192	0.00986251	0.0197473	0.00106094	0.041282	0.0193311	0.00878987	0.0845492	0.0365928	0.00658156	0.00859769	0.00418672	0.00595531	0.0886992	0.0200128	0.00706184	0.0336971	0.00790525	0.00112763	0.00385118	0.00290648	0.00475541	0.0131292	0.626674	0.373326	0.626674	2.808484
1584	-2365.294	-2435.791	70.49722	0.137433	0.148587	0.0220099	0.0405578	0.0594162	0.188417	0.0229005	0.00959521	0.10963	0.024512	0.0590332	0.144299	0.0185053	0.0309444	0.0144953	0.036935	0.00820836	0.131942	0.0386318	0.0318002	0.00903389	0.00690281	0.017612	0.0047651	0.018698	0.00423627	0.0106712	0.0277444	0.0640596	0.0731197	0.0620736	0.00464913	0.0531186	0.0435526	0.027252	0.390327	0.0417739	0.000262328	0.00565907	0.0420959	0.0249351	0.211131	0.0355189	0.0507528	0.0954068	0.0467898	0.00458268	0.00519589	0.017965	0.00499958	0.036573	0.41234	1.3428	0.122017	0.358464	0.726098	1.37723	2.78968	8.19558	1.521044	0.1791266	0.0505396	0.0546415	0.00809393	0.0149147	0.0218498	0.0692886	0.00842143	0.00352855	0.0403152	0.00901407	0.0217089	0.0530644	0.00680516	0.0113795	0.00533052	0.0135825	0.00301855	0.0485202	0.0142065	0.0116942	0.00332213	0.00253844	0.00647665	0.00175232	0.00687602	0.00155785	0.00392423	0.0102027	0.0235573	0.0268891	0.022827	0.00170967	0.0195339	0.0160161	0.0100217	0.143539	0.0153619	9.64685e-05	0.00208107	0.0154804	0.00916963	0.0776414	0.0130617	0.0186638	0.0350849	0.0172065	0.00168524	0.00191074	0.00660646	0.00183855	0.0134494	0.640662	0.359338	0.6406618	2.719309
1620	-2357.395	-2429.015	71.62013	0.150924	0.0498463	0.0339512	0.0551502	0.0735135	0.178189	0.0557764	0.0201307	0.0593193	0.0231114	0.0751305	0.135541	0.0208152	0.0168184	0.0108618	0.0224221	0.0116021	0.0754665	0.0308988	0.025267	0.0205052	0.0176537	0.0226879	0.00404043	0.015811	0.0144868	0.00520936	0.0182056	0.0403576	0.0596426	0.015079	0.00855697	0.0367254	0.0276338	0.00699634	0.20233	0.00209584	0.00118271	0.00777963	0.0239763	0.00720628	0.131992	0.025923	0.015739	0.101852	0.0367405	0.00298876	0.0132509	0.00477019	0.00661474	0.0360799	0.381331	1.36089	0.127024	0.365563	0.730554	1.36882	2.7355	7.87254	1.491966	0.1634541	0.0733049	0.0242107	0.0164904	0.0267869	0.0357061	0.086548	0.0270911	0.00977763	0.0288119	0.0112254	0.0364915	0.0658334	0.0101101	0.00816884	0.00527568	0.0108906	0.00563524	0.0366547	0.0150078	0.0122724	0.00995955	0.00857453	0.0110197	0.00196247	0.00767953	0.00703634	0.00253023	0.00884259	0.019602	0.0289689	0.007324	0.00415619	0.0178378	0.013422	0.00339818	0.0982733	0.00101797	0.00057445	0.00377863	0.0116455	0.00350015	0.0641095	0.012591	0.00764457	0.0494703	0.0178452	0.00145166	0.00643609	0.00231692	0.00321284	0.0175243	0.648297	0.351703	0.6482967	2.058848
1656	-2359.113	-2430.397	71.28354	0.139228	0.07718	0.0717296	0.103882	0.0915699	0.125593	0.0652527	0.0151966	0.0570837	0.0538724	0.103674	0.142305	0.0529928	0.03212	0.0081471	0.0247611	0.0387252	0.134521	0.0507949	0.0245171	0.0292249	0.0207155	0.0266481	0.00111969	0.012331	0.00381757	0.00955047	0.0568027	0.023531	0.0142151	0.0436479	0.00723449	0.0422062	0.0242592	0.0189995	0.220551	0.0107044	0.00588794	0.000546726	0.0438156	0.0181396	0.161903	0.040263	0.0295728	0.0176289	0.0286195	0.00241345	0.0186427	0.0109427	0.00447174	0.0874886	0.399977	1.35001	0.192647	0.447896	0.778348	1.28477	2.23266	5.19083	1.190817	0.1728277	0.0568501	0.0315144	0.0292888	0.0424175	0.0373901	0.0512823	0.0266442	0.00620511	0.0233086	0.0219973	0.0423325	0.0581065	0.0216382	0.0131153	0.00332665	0.0101105	0.0158124	0.0549282	0.0207407	0.0100109	0.0119332	0.00845862	0.010881	0.000457194	0.00503502	0.0015588	0.00389968	0.0231938	0.00960824	0.00580435	0.0178224	0.00295401	0.0172338	0.00990557	0.00775793	0.0900562	0.00437086	0.00240418	0.000223241	0.0178909	0.00740681	0.0661086	0.0164403	0.0120752	0.00719828	0.011686	0.000985469	0.00761226	0.00446817	0.00182592	0.0357236	0.646411	0.353589	0.6464106	2.449042
1692	-2358.245	-2429.668	71.42287	0.0803248	0.100916	0.00988482	0.0203303	0.0377114	0.133406	0.0367974	0.0188866	0.0837186	0.0475794	0.0608414	0.153936	0.0107906	0.017655	0.0191252	0.0221267	0.0140243	0.106584	0.0508087	0.0291412	0.0384108	0.0117481	0.0320528	0.00980649	0.0233651	0.0119187	0.00660108	0.0164067	0.0308579	0.00875389	0.0189421	0.00382956	0.0548137	0.0190449	0.030195	0.252089	0.0426175	0.0160787	0.034022	0.101251	0.00619833	0.264469	0.0431537	0.0509192	0.0104091	0.0150259	0.00215823	0.0119429	0.0186558	0.000260158	0.0169157	0.373377	1.36553	0.144779	0.389649	0.745243	1.34184	2.56641	6.90708	1.397364	0.1595007	0.0355813	0.0447024	0.00437866	0.00900565	0.0167049	0.0590944	0.0163001	0.00836617	0.0370846	0.0210761	0.0269508	0.0681886	0.00477991	0.00782058	0.00847184	0.00980143	0.00621233	0.0472132	0.0225066	0.0129086	0.0170148	0.00520403	0.0141984	0.00434396	0.01035	0.00527959	0.00292407	0.00726764	0.0136691	0.00387769	0.00839073	0.00169637	0.0242807	0.00843627	0.0133754	0.111667	0.0188782	0.00712237	0.0150706	0.044851	0.00274566	0.117151	0.0191157	0.0225555	0.00461092	0.006656	0.000956026	0.00529031	0.0082639	0.000115242	0.00749313	0.562966	0.437034	0.562966	2.257501
1728	-2357.766	-2429.385	71.61951	0.116571	0.0697497	0.0403733	0.0332646	0.0560304	0.127941	0.0371278	0.0419961	0.0340634	0.0488019	0.0512984	0.173268	0.0288429	0.0219735	0.00294316	0.0277214	0.0108506	0.087566	0.0350593	0.0203218	0.0246002	0.0154053	0.0104733	0.00508771	0.00619747	0.00233633	0.00278366	0.00913734	0.0111794	0.0131588	0.00275229	0.0142961	0.0017606	0.00806695	0.00665607	0.0387848	0.0142332	0.0214748	0.131056	0.18207	0.0489293	0.000189781	0.0155127	0.0505073	0.00963658	0.00208316	0.0255556	0.0275614	0.00486791	0.0293101	0.00312996	0.543274	1.26642	0.107354	0.336765	0.71209	1.40432	2.96943	9.315	1.613619	0.2502399	0.0645983	0.0386519	0.0223729	0.0184336	0.0310494	0.070899	0.0205744	0.0232722	0.0188763	0.0270437	0.0284271	0.0960169	0.0159833	0.0121767	0.00163096	0.0153619	0.00601288	0.0485249	0.0194282	0.0112613	0.0136322	0.00853688	0.0058038	0.00281937	0.00343434	0.00129468	0.00154257	0.00506348	0.00619508	0.00729198	0.00152518	0.00792222	0.00097564	0.00447032	0.00368848	0.0214927	0.00788734	0.0119003	0.0726251	0.100894	0.0271143	0.000105167	0.00859637	0.0279887	0.00534013	0.00115438	0.0141617	0.0152732	0.00269756	0.0162422	0.00173447	0.515983	0.484017	0.5159831	1.804559
1764	-2352.569	-2424.614	72.04534	0.0711599	0.0761164	0.0331559	0.030819	0.0465599	0.0907639	0.0530076	0.033643	0.0419248	0.0180512	0.0702508	0.106629	0.0195798	0.0232568	0.00140412	0.0156419	0.0109818	0.082049	0.0225403	0.0344572	0.0179088	0.00834049	0.00890871	0.0254861	0.0123835	0.00170619	0.00805614	0.0226145	0.00895459	0.0368189	0.000739337	0.0179059	0.00122177	0.000679595	0.00577883	0.0233165	0.0175431	0.000707233	0.132802	0.132388	0.00443562	0.00613966	0.0268388	0.0494647	0.00489785	0.020829	0.00423664	0.0186753	0.00730822	0.00398091	0.00993238	0.613948	1.2252	0.129735	0.369347	0.732905	1.36443	2.70748	7.70804	1.476698	0.2923089	0.0467238	0.0499783	0.0217703	0.0202358	0.0305714	0.0595958	0.0348049	0.0220901	0.0275279	0.0118525	0.0461268	0.0700126	0.0128561	0.0152705	0.000921946	0.0102705	0.00721067	0.0538736	0.0148	0.0226247	0.011759	0.00547639	0.00584948	0.0167342	0.00813101	0.00112029	0.00528969	0.0148487	0.00587961	0.0241754	0.000485451	0.0117571	0.000802218	0.000446224	0.00379439	0.0153097	0.0115189	0.000464371	0.087198	0.0869265	0.00291244	0.00403132	0.0176224	0.0324786	0.00321594	0.0136764	0.00278179	0.0122622	0.0047986	0.00261387	0.00652163	0.635403	0.364597	0.6354032	1.522991
1800	-2357.939	-2428.312	70.37257	0.131811	0.195876	0.0440653	0.0456602	0.0848614	0.138061	0.0589585	0.0398686	0.0816968	0.0177899	0.0659575	0.193076	0.0290344	0.0433488	0.0180495	0.0302481	0.0247788	0.126117	0.0743883	0.0517669	0.0173128	0.0342734	0.0136636	0.0464917	0.0254816	1.95473e-05	0.00583365	0.0207204	0.00145725	0.117024	0.00771332	0.0408145	0.00228543	0.0320057	0.00423481	0.0435704	0.057798	0.00751278	0.240974	0.317824	0.0123011	0.0135089	0.0524006	0.038767	0.00367334	0.00721396	0.00650196	0.0441507	0.0265354	0.00459378	0.0420961	0.578722	1.24575	0.169799	0.421151	0.763539	1.30969	2.37445	5.88931	1.282101	0.2709929	0.0473431	0.0703534	0.0158271	0.0163999	0.03048	0.0495878	0.0211763	0.0143198	0.0293434	0.00638966	0.0236902	0.0693479	0.0104284	0.0155698	0.0064829	0.0108643	0.00889988	0.0452979	0.0267183	0.0185933	0.00621829	0.0123101	0.00490762	0.0166986	0.00915234	7.02089e-06	0.00209529	0.00744222	0.000523404	0.0420321	0.00277042	0.0146595	0.000820866	0.0114956	0.00152103	0.0156493	0.0207595	0.00269839	0.0865514	0.114154	0.00441822	0.00485205	0.0188209	0.0139241	0.00131937	0.00259106	0.00233533	0.0158578	0.00953083	0.00164996	0.0151198	0.572976	0.427024	0.572976	2.784168
1836	-2353.778	-2424.418	70.63964	0.134457	0.089259	0.0698916	0.0828229	0.0783767	0.173021	0.0756522	0.0477227	0.0820932	0.0364285	0.108801	0.252556	0.0433397	0.0339686	7.06448e-05	0.029612	0.0116233	0.100742	0.0402804	0.0399908	0.0180629	0.0191426	0.00784168	0.0205949	0.0520485	0.0151043	0.00591309	0.0293303	0.0368048	0.0288237	0.0491685	0.00860293	0.0455706	0.0593521	0.0227985	0.214766	0.0157836	0.00488508	0.0245347	0.0133201	0.00573982	0.231749	0.0783868	0.00150098	0.0224091	0.0280326	0.00868907	0.000207932	0.00122197	0.00139884	0.0707404	0.603479	1.2313	0.201088	0.457361	0.783443	1.27642	2.18645	4.97295	1.159812	0.2858996	0.0502976	0.0333899	0.0261449	0.0309823	0.0293191	0.0647233	0.0282999	0.017852	0.0307093	0.0136271	0.0407	0.0944759	0.0162124	0.0127069	2.64267e-05	0.0110772	0.00434803	0.0376855	0.015068	0.0149597	0.00675693	0.00716083	0.0029334	0.00770413	0.0194702	0.00565021	0.00221196	0.0109718	0.0137679	0.0107823	0.0183929	0.00321817	0.017047	0.0222023	0.00852843	0.0803392	0.00590431	0.0018274	0.00917789	0.00498277	0.00214714	0.0866925	0.0293228	0.000561483	0.00838277	0.0104864	0.0032504	7.77828e-05	0.000457112	0.000523275	0.0264625	0.577618	0.422382	0.5776181	2.673234
1872	-2361.412	-2431.007	69.59504	0.223129	0.147016	0.0552589	0.0343428	0.116459	0.140951	0.120873	0.0717869	0.143172	0.0793632	0.107621	0.224834	0.0511072	0.0587762	0.00507681	0.0417991	0.0257225	0.096641	0.054993	0.0452645	0.0395118	0.060203	0.0152149	0.0147497	0.0412978	0.00892063	0.0061917	0.0338799	0.0190953	0.0113898	0.0290562	0.00770504	0.059079	0.0200466	0.03894	0.398506	0.0020489	0.00978923	0.0288624	0.0026917	0.00261992	0.334292	0.132104	0.0104244	0.102559	0.0531196	0.0143073	0.00125604	0.0103732	0.0588227	0.0932494	0.300649	1.40795	0.166308	0.416905	0.76113	1.31384	2.39863	6.01294	1.297123	0.1245628	0.0636695	0.0419507	0.015768	0.00979963	0.0332314	0.0402202	0.0344908	0.0204842	0.0408538	0.0226461	0.0307093	0.0641559	0.0145833	0.0167717	0.00144866	0.0119273	0.00733985	0.0275763	0.0156921	0.0129161	0.0112746	0.0171788	0.00434153	0.0042088	0.0117842	0.00254548	0.00176679	0.00966755	0.00544881	0.00325006	0.00829112	0.00219862	0.0168581	0.00572024	0.0111114	0.113713	0.00058465	0.00279334	0.00823583	0.000768072	0.00074759	0.0953895	0.0376957	0.00297457	0.0292649	0.0151576	0.00408257	0.000358409	0.00295996	0.0167849	0.0266085	0.60704	0.39296	0.6070401	3.504493
1908	-2355.387	-2425.944	70.55706	0.20711	0.0884701	0.111389	0.0653516	0.0974474	0.131767	0.116821	0.0215448	0.0794438	0.0632599	0.093184	0.240528	0.0338576	0.0212186	0.00563222	0.0478435	0.0207099	0.065721	0.0252901	0.0137691	0.0528544	0.0244134	0.0117561	0.0192578	0.0248626	0.0152784	0.00413777	0.0326118	0.0314147	0.013117	0.0470279	0.017505	0.083938	0.0380862	0.00569477	0.27419	0.0464198	0.0123054	0.0292213	0.0160555	0.000645941	0.318464	0.0727087	0.0455105	0.0531176	0.0395181	0.0319608	0.00142093	0.00784714	0.00398293	0.0181431	0.18933	1.47289	0.126815	0.36527	0.730371	1.36917	2.7377	7.88551	1.493157	0.07498333	0.070354	0.0300528	0.0378381	0.0221995	0.0331023	0.0447605	0.0396835	0.00731863	0.0269866	0.021489	0.031654	0.0817058	0.0115012	0.00720783	0.00191323	0.0162521	0.00703502	0.022325	0.00859089	0.00467728	0.0179543	0.00829308	0.00399346	0.00654174	0.00844567	0.00518999	0.00140558	0.011078	0.0106714	0.00445576	0.0159751	0.00594633	0.0285132	0.0129376	0.00193448	0.0931407	0.0157685	0.00418007	0.00992631	0.00545397	0.000219422	0.10818	0.0246987	0.0154597	0.0180437	0.0134241	0.0108569	0.00048268	0.00266563	0.00135298	0.0061631	0.595826	0.404174	0.5958262	2.943825
1944	-2353.823	-2423.952	70.12897	0.195829	0.12813	0.0831799	0.0424632	0.090203	0.160165	0.0599802	0.0192061	0.0802139	0.0227602	0.0648486	0.154289	0.0265024	0.0325554	0.00796627	0.0146382	0.0123008	0.0430291	0.0312353	0.0290439	0.0141106	0.0476848	0.0128964	0.0285341	0.0260987	0.00289376	0.0127691	0.0209823	0.0301115	0.0342572	0.0604424	0.0141423	0.0575587	0.0485884	0.0436994	0.362705	0.0474909	0.00900875	0.024577	0.0403069	0.000482785	0.297298	0.055256	0.0189628	0.166538	0.0281395	0.04541	0.0185515	0.00213519	0.0119572	0.115556	0.476226	1.30554	0.159326	0.408275	0.756179	1.32244	2.44933	6.27644	1.328135	0.212785	0.0653267	0.0427429	0.027748	0.0141653	0.0300909	0.0534295	0.0200089	0.00640698	0.0267586	0.0075926	0.0216329	0.0514693	0.00884096	0.0108602	0.00265748	0.00488317	0.00410342	0.0143541	0.0104198	0.00968876	0.00470717	0.0159072	0.00430213	0.00951872	0.00870628	0.00096533	0.00425966	0.00699952	0.0100449	0.0114279	0.020163	0.00471775	0.0192011	0.0162086	0.0145777	0.120995	0.0158425	0.00300524	0.00819865	0.013446	0.000161053	0.0991759	0.0184329	0.00632582	0.0555557	0.00938706	0.0151484	0.00618861	0.00071228	0.00398883	0.0385485	0.663693	0.336307	0.6636929	2.997685
1980	-2360.945	-2432.295	71.35056	0.184228	0.091788	0.0599487	0.0366367	0.057885	0.102099	0.0592959	0.0477095	0.0566326	0.0348093	0.0876777	0.151766	0.0178692	0.0223306	0.000403907	0.0200437	0.0297192	0.0755798	0.0418856	0.0076692	0.00558683	0.0172557	0.0101116	0.0410204	0.0279551	0.00143416	0.00186354	0.0451373	0.00523323	0.00996076	0.0273377	0.0158263	0.069906	0.023152	0.0222826	0.2768	0.0351086	0.00351869	0.0254852	0.0153119	0.000210463	0.211763	0.0466952	0.0127782	0.0250964	0.0142583	0.0282401	0.00521868	0.0101701	0.00659515	0.0559296	0.366582	1.36949	0.136298	0.378346	0.73843	1.35423	2.64308	7.33684	1.44101	0.156145	0.080688	0.0402011	0.0262562	0.0160461	0.0253524	0.0447172	0.0259703	0.0208957	0.0248038	0.0152457	0.0384009	0.06647	0.0078263	0.00978032	0.000176902	0.00877869	0.0130164	0.0331023	0.018345	0.00335894	0.00244691	0.00755763	0.00442865	0.017966	0.0122437	0.000628131	0.000816191	0.0197691	0.00229204	0.00436259	0.0119733	0.00693156	0.0306173	0.0101401	0.0097593	0.121232	0.0153768	0.00154111	0.011162	0.00670626	9.21783e-05	0.0927473	0.0204515	0.00559659	0.0109917	0.00624481	0.0123685	0.00228566	0.00445428	0.00288853	0.0244959	0.594254	0.405746	0.5942536	2.283221
2016	-2361.861	-2432.561	70.70031	0.126409	0.107788	0.0787932	0.0435839	0.0732139	0.102077	0.0681751	0.0339092	0.0665044	0.0366246	0.0640701	0.0605571	0.0214685	0.029502	0.00356413	0.0121038	0.0201777	0.129152	0.0328162	0.0463743	0.00819729	0.0143716	0.013585	0.00684094	0.030689	0.00699257	0.00127129	0.0278358	0.0043483	0.0846969	0.0134401	0.0121551	0.0570908	0.0343226	0.00839087	0.378395	0.065975	0.00348708	0.0280857	0.0291318	0.00933945	0.235005	0.0580136	0.0610484	0.0854313	0.0259165	0.0538715	0.0100191	0.0286004	0.0147319	0.0347079	0.546781	1.26438	0.166277	0.416867	0.761108	1.31387	2.39885	6.01407	1.29726	0.2522627	0.0485656	0.0414115	0.0302719	0.0167447	0.0281283	0.0392174	0.0261924	0.0130277	0.0255506	0.014071	0.0246153	0.0232657	0.00824805	0.0113345	0.00136932	0.00465021	0.00775213	0.0496195	0.0126078	0.0178167	0.00314935	0.0055215	0.00521928	0.00262825	0.0117905	0.0026865	0.000488421	0.0106943	0.00167059	0.03254	0.00516361	0.00466993	0.0219339	0.0131865	0.00322372	0.145377	0.0253472	0.00133971	0.0107903	0.0111922	0.00358816	0.0902875	0.0222885	0.0234544	0.0328222	0.00995694	0.0206971	0.00384927	0.0109881	0.00565992	0.0133346	0.638841	0.361159	0.6388412	2.602852
2052	-2358.025	-2429.734	71.70925	0.0844999	0.0774316	0.0400347	0.0610489	0.0778175	0.110504	0.0494743	0.0197842	0.0715411	0.0398147	0.0526441	0.152953	0.0347377	0.0391538	0.0069582	0.0243539	0.0118246	0.0493997	0.0283037	0.0384083	0.0216499	0.0224395	0.00907242	0.00925942	0.0298799	0.0304679	0.0133444	0.199483	0.0344813	0.0539524	0.0161066	0.0186811	0.00227088	0.120659	0.0137043	0.028831	0.03514	0.0038604	0.0182263	0.028894	0.018687	0.0221352	0.0437547	0.0303797	0.0150739	0.00273033	0.0222416	0.0381503	0.000563294	0.00141523	0.0107539	0.544925	1.26546	0.176807	0.429539	0.768252	1.30166	2.32807	5.6559	1.252861	0.2511912	0.0425269	0.0389695	0.0201485	0.0307245	0.0391637	0.055614	0.0248993	0.00995693	0.036005	0.0200378	0.0264946	0.0769777	0.0174827	0.0197052	0.0035019	0.0122567	0.00595105	0.0248617	0.0142446	0.01933	0.0108959	0.0112933	0.00456594	0.00466006	0.0150379	0.0153338	0.00671594	0.100395	0.0173536	0.027153	0.00810608	0.00940179	0.00114288	0.0607251	0.00689704	0.01451	0.0176852	0.00194285	0.00917286	0.0145417	0.00940473	0.0111402	0.0220207	0.0152894	0.00758635	0.00137411	0.0111937	0.0192002	0.000283493	0.000712251	0.00541219	0.622203	0.377797	0.622203	1.986977
2088	-2373.517	-2445.394	71.8768	0.0420193	0.091711	0.0201408	0.0367519	0.0551323	0.0748996	0.102934	0.0134235	0.0613688	0.0174658	0.0589319	0.172165	0.0182526	0.0312448	0.0182323	0.00534548	0.0240062	0.0452122	0.0214307	0.0279349	0.019769	0.0174291	0.0147593	0.0248122	0.0208617	0.0103601	0.0144373	0.115315	0.0637968	0.0229224	0.00541774	0.00442416	0.0108993	0.147026	0.0093218	0.027761	0.0216417	0.00274336	0.008989	0.011586	0.0094681	0.0145144	0.0751961	0.0458753	0.0107336	0.0266321	0.0399311	0.0243045	0.0132811	0.0117754	0.0057305	0.433725	1.33033	0.117738	0.352276	0.722164	1.38473	2.83868	8.49346	1.546859	0.1901836	0.0234703	0.0512261	0.0112499	0.0205282	0.0307947	0.0418359	0.0574946	0.00749785	0.0342782	0.0097557	0.032917	0.0961642	0.0101951	0.0174521	0.0101838	0.00298577	0.0134089	0.0252537	0.0119703	0.0156033	0.0110422	0.00973521	0.00824396	0.0138591	0.0116525	0.00578674	0.00806409	0.0644104	0.0356343	0.0128035	0.00302614	0.00247116	0.0060879	0.0821229	0.00520679	0.0155062	0.0120882	0.00153233	0.00502089	0.00647148	0.0052885	0.00810719	0.0420015	0.0256241	0.00599538	0.0148756	0.0223039	0.0135755	0.00741829	0.00657729	0.00320083	0.531483	0.468517	0.5314832	1.790318
2124	-2368.031	-2437.636	69.60525	0.225176	0.128544	0.0536145	0.0609062	0.122647	0.142964	0.104497	0.0244775	0.0943825	0.0411249	0.105442	0.123862	0.0236596	0.0404119	0.0128387	0.0346129	0.0380649	0.0780644	0.0536174	0.0332731	0.0361925	0.0339604	0.00292745	0.0533884	0.0522835	0.0175357	0.0158723	0.45419	0.0662162	0.064379	0.0388845	0.00696962	0.0611864	0.209908	0.0438013	0.0661877	0.0260863	0.0367614	0.0012525	0.0259952	0.0463279	0.0195378	0.0854044	0.00463884	0.0261271	0.0204791	0.137935	0.0222832	0.00017644	0.00703237	0.00862258	0.65679	1.20021	0.194303	0.449769	0.779362	1.2831	2.22336	5.1466	1.184631	0.3192181	0.0696122	0.0397389	0.0165747	0.0188289	0.0379158	0.0441966	0.0323049	0.0075671	0.0291779	0.0127136	0.032597	0.0382914	0.00731426	0.0124931	0.00396902	0.0107004	0.0117676	0.0241332	0.0165756	0.0102862	0.0111887	0.0104987	0.000905008	0.0165048	0.0161632	0.00542107	0.00490686	0.140411	0.0204704	0.0199025	0.012021	0.00215463	0.0189155	0.0648921	0.013541	0.0204616	0.00806446	0.0113646	0.000387204	0.00803629	0.0143221	0.00604001	0.0264024	0.00143408	0.00807708	0.00633103	0.0426419	0.00688875	5.45456e-05	0.00217402	0.00266563	0.745673	0.254327	0.745673	3.234725
2160	-2353.279	-2423.106	69.82722	0.205167	0.122351	0.059611	0.0574607	0.179743	0.179813	0.0985165	0.0307123	0.139041	0.0587255	0.0939234	0.162244	0.0327389	0.047516	0.0162283	0.0423892	0.0277738	0.0369052	0.0499177	0.035156	0.0282335	0.0445823	0.0132053	0.0176492	0.0300512	0.0039875	0.00724036	0.339283	0.0923378	0.0249994	0.0174101	0.0503256	0.0487478	0.20635	0.0320927	0.079174	0.0427365	0.00567517	0.0176535	0.079396	0.0506247	0.0549342	0.0507895	0.0353806	0.0262163	0.00651154	0.0655478	0.0434347	0.000451777	0.00392014	0.000419902	0.479254	1.30377	0.16708	0.417848	0.761666	1.31291	2.39322	5.98516	1.293775	0.2144282	0.0642092	0.0382911	0.0186559	0.0179829	0.0562525	0.0562742	0.0308317	0.00961173	0.0435142	0.0183787	0.0293943	0.050776	0.010246	0.0148706	0.00507882	0.0132661	0.0086921	0.0115498	0.0156222	0.0110024	0.00883596	0.0139525	0.00413273	0.0055235	0.00940483	0.00124793	0.00226594	0.106182	0.028898	0.0078238	0.00544866	0.0157499	0.0152561	0.0645792	0.0100437	0.0247783	0.0133748	0.0017761	0.00552484	0.0248478	0.0158435	0.0171922	0.0158951	0.0110727	0.00820466	0.00203785	0.0205138	0.0135933	0.000141388	0.00122685	0.000131412	0.561126	0.438874	0.5611262	3.195296
