Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
7524	-2357.617	-2429.074	71.45631	0.151647	0.14662	0.0373687	0.0660514	0.0776002	0.088571	0.0323962	0.0062602	0.0755722	0.0437686	0.0589896	0.0854008	0.0492837	0.0261043	0.00342229	0.024156	0.0074345	0.0641316	0.0366081	0.0218671	0.026568	0.0413239	0.00541456	0.0965393	0.0211924	0.0147343	0.0159696	0.180084	0.0205087	0.0164609	0.035017	0.00168854	0.0189582	0.0142266	0.00949065	0.000770685	0.00863904	0.0113493	0.0208738	0.0672037	0.0740662	0.0477348	0.0379408	0.0102203	0.00389017	0.165535	0.0449544	0.0491518	0.00243433	0.0163066	0.0157994	0.478293	1.30433	0.168844	0.419993	0.762884	1.31081	2.38099	5.92263	1.286181	0.2139063	0.0689836	0.0666968	0.0169989	0.0300466	0.0353001	0.0402907	0.0147369	0.00284775	0.0343776	0.0199102	0.0268342	0.0388486	0.022419	0.0118748	0.00155679	0.0109885	0.00338193	0.0291733	0.0166529	0.00994727	0.0120857	0.0187981	0.00246307	0.0439155	0.00964036	0.0067026	0.00726451	0.0819195	0.00932934	0.00748801	0.0159291	0.000768111	0.00862405	0.00647166	0.00431727	0.000350582	0.00392987	0.00516279	0.00949545	0.0305708	0.0336925	0.0217144	0.0172591	0.0046492	0.00176963	0.0753013	0.0204496	0.022359	0.00110737	0.00741781	0.00718709	0.608151	0.391849	0.6081506	2.198299
7560	-2352.882	-2423.33	70.44843	0.189907	0.138224	0.0653881	0.0588861	0.056704	0.151036	0.110666	0.0253246	0.0453207	0.0722608	0.0587394	0.16591	0.0349244	0.0219712	0.00703953	0.0143194	0.0231331	0.0747741	0.0485974	0.0217784	0.0304623	0.0420913	0.00696542	0.0249797	0.038845	0.000599273	0.00862512	0.241571	0.00555261	0.0172072	0.0273561	0.02051	0.0485748	0.0383217	0.024737	0.0324076	0.0232357	0.0408777	0.0349359	0.0459177	0.0752904	0.0782786	0.0384931	0.0131602	0.000414844	0.266675	0.0233143	0.089847	0.00266327	0.0308258	0.0119391	0.57335	1.24888	0.180447	0.43383	0.770638	1.29763	2.30505	5.54179	1.238123	0.2678036	0.0685689	0.0499079	0.0236094	0.0212618	0.0204739	0.054534	0.0399576	0.00914385	0.0163637	0.0260909	0.0212088	0.0599044	0.01261	0.00793305	0.00254173	0.00517026	0.00835255	0.0269984	0.0175468	0.00786344	0.0109989	0.0151977	0.00251497	0.00901932	0.0140256	0.000216377	0.00311424	0.0872231	0.00200486	0.00621291	0.00987734	0.00740547	0.0175387	0.0138366	0.00893168	0.0117013	0.0083896	0.0147595	0.0126141	0.0165793	0.0271848	0.0282637	0.0138985	0.00475169	0.000149786	0.0962873	0.00841801	0.0324407	0.000961615	0.0111302	0.00431081	0.655412	0.344588	0.6554117	2.769579
7596	-2350.549	-2421.408	70.85829	0.153732	0.0913683	0.0612664	0.0457049	0.0765735	0.103154	0.0822342	0.0274935	0.0924195	0.0376704	0.110411	0.18016	0.0337471	0.0238368	0.00847454	0.0361979	0.0135571	0.0375757	0.0396767	0.0385021	0.0326009	0.0175327	0.00759047	0.0111189	0.00973311	0.00518096	0.00324538	0.236913	0.00322711	0.0157069	0.0209108	0.0161626	0.0269208	0.0705168	0.00423481	0.0312188	0.0287348	0.0284393	0.0671053	0.0337608	0.0444019	0.0685331	0.0466423	0.0187913	0.00196165	0.149755	0.00682879	0.0601416	0.0051721	0.0294362	0.0102874	0.633506	1.21379	0.159858	0.408939	0.756562	1.32177	2.44535	6.25556	1.325726	0.3044563	0.0638802	0.0379663	0.0254581	0.0189918	0.0318186	0.0428636	0.0341709	0.0114244	0.0384031	0.0156532	0.0458791	0.0748621	0.014023	0.00990493	0.00352143	0.0150414	0.00563339	0.0156139	0.0164869	0.0159988	0.0135467	0.00728538	0.00315407	0.00462023	0.00404441	0.00215285	0.00134856	0.0984446	0.00134096	0.00652669	0.00868909	0.00671604	0.0111864	0.0293019	0.00175969	0.0129724	0.0119402	0.0118174	0.0278843	0.0140286	0.0184504	0.0284776	0.0193813	0.00780836	0.000815127	0.0622279	0.00283757	0.0249907	0.00214917	0.0122316	0.00427473	0.616009	0.383991	0.6160086	2.40656
7632	-2369.358	-2439.319	69.96076	0.201984	0.0835503	0.0288356	0.0379239	0.117429	0.110416	0.0927027	0.00963503	0.0632304	0.0675944	0.100196	0.16046	0.0290083	0.0378109	0.00417825	0.0406011	0.0280062	0.0199857	0.0488752	0.0178089	0.0293991	0.0313115	0.00931711	0.0810925	0.0103765	0.0110217	0.00202172	0.321002	0.0273734	0.0059419	0.0516338	0.0235285	0.0457257	0.0737914	0.00514369	0.108634	0.0556566	0.0248608	0.0192168	0.0775461	0.0489676	0.0333227	0.0651941	0.0287979	0.00276699	0.095988	0.0107866	0.0540256	0.00401915	0.0265637	0.0109883	0.94252	1.03353	0.159692	0.408733	0.756443	1.32198	2.44659	6.26204	1.326474	0.5319669	0.074913	0.0309876	0.0106947	0.0140654	0.0435529	0.0409516	0.0343821	0.0035735	0.0234513	0.0250698	0.0371613	0.0595123	0.0107588	0.0140235	0.00154965	0.0150584	0.0103871	0.0074124	0.0181271	0.00660506	0.0109037	0.011613	0.00345558	0.030076	0.00384849	0.00408778	0.000749827	0.119055	0.0101524	0.00220377	0.0191503	0.00872639	0.016959	0.0273682	0.00190772	0.0402909	0.0206422	0.0092205	0.00712724	0.0287607	0.0181614	0.0123589	0.0241796	0.0106807	0.00102624	0.0356006	0.00400061	0.0200373	0.00149065	0.00985209	0.00407542	0.660762	0.339238	0.6607622	2.696248
7668	-2366.685	-2435.529	68.84452	0.173693	0.0995402	0.0373674	0.0955623	0.148025	0.286568	0.0874966	0.0354793	0.112661	0.0306893	0.117475	0.277838	0.0499706	0.0489729	0.0096938	0.0294086	0.0420988	0.0665115	0.061472	0.0212571	0.0385864	0.0525256	0.0213231	0.132387	0.0530226	0.00259838	0.0109975	0.361308	0.061657	0.0148292	0.04586	0.0373898	0.0273579	0.0550668	0.0117503	0.169972	0.0551961	0.0123899	0.121637	0.130848	0.102132	0.01782	0.0626889	0.0330609	0.00436428	0.330751	0.0321871	0.0259332	0.00740911	0.0314833	0.0027727	0.421784	1.33729	0.201256	0.457548	0.783543	1.27625	2.18556	4.96879	1.159206	0.183984	0.0445471	0.0255291	0.00958363	0.0245089	0.0379641	0.0734962	0.0224403	0.00909939	0.0288942	0.0078709	0.030129	0.0712571	0.012816	0.0125601	0.00248617	0.00754244	0.0107971	0.0170582	0.0157657	0.00545183	0.00989625	0.0134713	0.00546875	0.0339535	0.0135987	0.000666407	0.00282052	0.0926647	0.0158132	0.00380326	0.0117617	0.00958938	0.00701649	0.014123	0.0030136	0.0435928	0.0141561	0.00317763	0.0311962	0.0335586	0.0261938	0.0045703	0.0160778	0.00847915	0.00111931	0.0848279	0.00825502	0.00665109	0.00190022	0.00807453	0.000711116	0.794569	0.205431	0.7945693	3.899087
7704	-2362.578	-2434.77	72.19267	0.0702255	0.0444524	0.0356491	0.0318049	0.0608136	0.0357638	0.0419416	0.01266	0.032096	0.0324786	0.0337755	0.094059	0.0070916	0.00925317	0.00379732	0.0146524	0.00429455	0.0250089	0.0365039	0.0173664	0.0129797	0.0154494	0.00510968	0.00700273	0.00391259	0.0036767	0.00423353	0.106018	0.0312705	0.00399207	0.0204941	0.0125545	0.0239129	0.0158016	0.0359682	0.0126093	0.0837846	0.024972	0.00597098	0.000966376	0.00716958	0.00404936	0.0198303	0.0189749	0.00240319	0.00420025	0.027361	0.00991715	0.00567355	0.00500826	0.0052969	0.58165	1.24404	0.0826548	0.296448	0.684318	1.46131	3.37327	12.0985	1.802671	0.2727376	0.0592994	0.0375363	0.0301026	0.0268565	0.0513519	0.0301995	0.0354161	0.0106903	0.0271024	0.0274254	0.0285205	0.0794248	0.00598825	0.00781351	0.00320651	0.0123727	0.00362638	0.0211179	0.0308244	0.0146644	0.0109603	0.0130457	0.00431469	0.00591321	0.00330385	0.00310466	0.00357485	0.0895235	0.0264053	0.00337096	0.0173055	0.0106012	0.0201924	0.0133431	0.0303721	0.0106475	0.0707489	0.0210867	0.00504198	0.000816022	0.0060541	0.00341934	0.016745	0.0160226	0.00202929	0.00354675	0.023104	0.00837419	0.00479083	0.00422905	0.00447278	0.600334	0.399666	0.6003341	1.184252
7740	-2357.981	-2428.419	70.43808	0.14124	0.137165	0.0388188	0.0537684	0.0762173	0.170541	0.053339	0.0672727	0.0787736	0.0458929	0.0638114	0.190164	0.030031	0.0205749	0.0177264	0.0462291	0.0187259	0.0831608	0.0807274	0.042062	0.0644363	0.0528045	0.0247943	0.0308149	0.0162901	0.0156518	0.0054151	0.319137	0.0151911	0.0527797	0.0188472	0.0255023	0.045307	0.00628371	0.00306551	0.0364377	0.0301315	0.0192653	0.0794275	0.0509841	0.102355	0.115963	0.0471833	0.0109355	0.0040209	0.211002	0.0141131	0.00261928	0.00820424	0.00781287	0.00803648	0.381913	1.36055	0.158571	0.40733	0.755632	1.32339	2.45501	6.30633	1.33157	0.1637443	0.0486858	0.0472812	0.0133809	0.0185341	0.0262723	0.0587858	0.0183861	0.0231891	0.0271534	0.0158194	0.0219959	0.0655499	0.0103518	0.00709221	0.00611035	0.0159353	0.00645486	0.0286657	0.0278269	0.0144989	0.0222113	0.0182018	0.00854666	0.010622	0.00561525	0.0053952	0.0018666	0.110007	0.00523642	0.0181933	0.00649666	0.00879072	0.0156174	0.00216601	0.00105669	0.0125602	0.0103864	0.00664078	0.0273788	0.0175744	0.0352819	0.0399728	0.0162642	0.00376951	0.00138601	0.0727328	0.00486482	0.000902871	0.00282802	0.00269312	0.00277019	0.678397	0.321603	0.6783969	2.901053
7776	-2365.296	-2435.078	69.78207	0.142019	0.146585	0.0504262	0.0660362	0.0989546	0.239137	0.0862975	0.0243983	0.0757941	0.077581	0.0998506	0.299574	0.0167072	0.0182498	0.00895977	0.0566637	0.00839815	0.0643689	0.0255125	0.0619461	0.0352109	0.0208951	0.0179962	0.0237198	0.0351696	0.0184087	0.0121493	0.258712	0.0204734	0.0725774	0.067116	0.0369018	0.047837	0.053601	0.0201281	0.0900483	0.063455	0.0137721	0.0931366	0.0720457	0.057941	0.0739178	0.0425541	0.0225632	0.00775183	0.202838	0.0443914	0.0429229	0.0154855	0.0596095	0.0416296	0.521007	1.27941	0.247931	0.50654	0.808807	1.23639	1.97418	4.03339	1.008396	0.2375472	0.0423632	0.0437251	0.0150417	0.0196981	0.0295174	0.0713327	0.0257419	0.00727783	0.0226088	0.0231418	0.0297847	0.0893605	0.00498363	0.00544376	0.00267263	0.0169023	0.0025051	0.0192007	0.00761016	0.018478	0.0105031	0.00623284	0.00536813	0.00707543	0.0104908	0.00549116	0.00362403	0.0771718	0.00610706	0.0216493	0.0200202	0.0110075	0.0142694	0.0159888	0.00600406	0.0268607	0.0189281	0.00410812	0.0277819	0.0214907	0.0172833	0.0220491	0.0126936	0.00673043	0.00231231	0.0605051	0.0132416	0.0128036	0.0046192	0.017781	0.0124178	0.598072	0.401928	0.5980722	3.352419
7812	-2364.89	-2436.143	71.25312	0.104742	0.112828	0.0197375	0.0108444	0.0975743	0.0824032	0.0479354	0.0052163	0.0597424	0.0382096	0.0649854	0.116574	0.0583753	0.0107059	0.0186499	0.0307695	0.0147671	0.0504854	0.0321518	0.0249665	0.0219865	0.0245595	0.0244072	0.0540613	0.0126074	0.0021268	0.0100188	0.216961	0.133944	0.0381552	0.0357099	0.0154244	0.0217077	0.0499954	0.0194891	0.0229606	0.14109	0.0339494	0.0215159	0.0673041	0.0218907	0.008513	0.0665763	0.0444112	0.00677239	0.00523624	0.0254613	0.0318854	0.0152163	0.000490004	0.00321399	0.589418	1.23951	0.161197	0.410607	0.757524	1.32009	2.43542	6.20358	1.319692	0.2773903	0.0476251	0.0513016	0.00897442	0.00493082	0.0443659	0.0374678	0.0217957	0.00237179	0.0271642	0.0173735	0.0295481	0.0530051	0.0265426	0.00486788	0.0084799	0.0139906	0.00671442	0.0229552	0.0146191	0.011352	0.009997	0.0111669	0.0110977	0.0245811	0.00573245	0.000967034	0.00455543	0.0986499	0.060903	0.0173488	0.0162369	0.00701331	0.00987024	0.0227324	0.00886146	0.0104399	0.0641521	0.0154364	0.00978304	0.0306024	0.00995345	0.00387077	0.0302715	0.0201933	0.00307933	0.00238086	0.011577	0.0144979	0.00691867	0.000222799	0.00146137	0.607779	0.392221	0.6077786	2.199306
7848	-2352.211	-2422.205	69.99356	0.21152	0.141825	0.0754003	0.11014	0.11363	0.199506	0.0452914	0.0104563	0.082039	0.0553796	0.108816	0.235774	0.0596032	0.047504	0.0244226	0.0235038	0.0321804	0.0470285	0.0494039	0.022544	0.0685501	0.0281847	0.0184945	0.0263384	0.0225312	0.0106114	0.00517727	0.238858	0.0764134	0.0314238	0.0249183	0.00624717	0.0198314	0.0474308	0.0569584	0.0115266	0.262439	0.0541562	0.0618339	0.0890095	0.0387603	0.0241166	0.0128952	0.0372456	0.0104218	0.00229661	0.0305377	0.04714	0.0105226	0.014066	0.0116123	0.463184	1.31314	0.161404	0.410864	0.757671	1.31983	2.4339	6.19563	1.318765	0.2057589	0.068309	0.0458014	0.0243501	0.0355689	0.0366959	0.0644293	0.0146266	0.0033768	0.026494	0.0178845	0.0351415	0.0761416	0.0192485	0.0153411	0.00788714	0.00759039	0.0103924	0.0151875	0.0159547	0.00728044	0.0221378	0.00910206	0.0059727	0.00850582	0.00727629	0.00342687	0.00167197	0.0771377	0.0246772	0.0101481	0.00804719	0.00201748	0.00640444	0.0153175	0.0183943	0.00372243	0.0847529	0.0174894	0.0199689	0.028745	0.0125174	0.00778829	0.00416443	0.0120282	0.00336566	0.000741677	0.00986197	0.0152236	0.00339821	0.00454253	0.00375013	0.577047	0.422953	0.5770467	3.096515
7884	-2359.286	-2429.621	70.33479	0.139462	0.083071	0.0275842	0.0813664	0.0949143	0.201571	0.100817	0.0377731	0.117996	0.0628522	0.0702955	0.187105	0.0428557	0.038214	0.0151558	0.0230002	0.0217248	0.0528028	0.0316899	0.0879314	0.0295687	0.0717117	0.0221871	0.0180749	0.0251077	0.00297929	0.00835933	0.322835	0.0573706	0.0485308	0.0312683	0.0237309	0.0355088	0.0540067	0.031781	0.0443118	0.232254	0.0886353	0.0604045	0.0744851	0.034398	0.00670673	0.0156237	0.142864	0.0328514	0.000531805	0.00727161	0.01371	0.0171318	0.0193194	0.00748533	0.385155	1.35866	0.218655	0.47643	0.79349	1.26025	2.09894	4.57341	1.099252	0.1653643	0.0449995	0.0268041	0.00890047	0.0262541	0.0306255	0.0650399	0.0325302	0.0121881	0.0380734	0.0202802	0.0226819	0.0603722	0.013828	0.0123303	0.00489026	0.00742136	0.00700984	0.0170376	0.0102252	0.0283724	0.00954078	0.0231389	0.00715901	0.00583213	0.00810139	0.000961315	0.00269727	0.104168	0.0185115	0.0156592	0.0100892	0.00765713	0.0114575	0.0174261	0.0102546	0.0142979	0.0749402	0.0285995	0.0194904	0.0240338	0.011099	0.00216403	0.00504122	0.0460972	0.0106	0.000171595	0.0023463	0.00442373	0.00552783	0.0062337	0.00241526	0.622005	0.377995	0.622005	3.099187
7920	-2353.874	-2424.49	70.61608	0.159801	0.139956	0.0399251	0.08423	0.0574496	0.114553	0.118149	0.0477297	0.103068	0.0489968	0.0998975	0.18255	0.0292955	0.038409	0.0164472	0.0191691	0.00854741	0.106391	0.0455112	0.0325288	0.0476919	0.0269903	0.0179658	0.0260845	0.0204907	0.00568041	0.00255807	0.338419	0.0194217	0.00524024	0.0148169	0.0178994	0.0231749	0.0169265	0.0131835	0.02579	0.0348601	0.0164746	0.11751	0.0233	0.0486136	0.0115134	0.0209258	0.00104836	0.00730708	0.258943	0.0567911	0.00155422	0.0194112	0.0323129	0.00907078	0.422773	1.33672	0.166837	0.417552	0.761498	1.3132	2.39491	5.99386	1.294826	0.1844952	0.0575947	0.0504424	0.0143896	0.0303578	0.0207057	0.0412867	0.0425827	0.0172025	0.0371472	0.0176592	0.0360047	0.0657938	0.0105585	0.0138432	0.00592783	0.00690883	0.00308062	0.0383449	0.0164029	0.0117239	0.0171889	0.00972772	0.00647515	0.00940128	0.00738519	0.00204731	0.000921968	0.121972	0.00699989	0.00188867	0.00534023	0.00645123	0.00835261	0.00610056	0.00475154	0.00929514	0.0125641	0.00593772	0.0423524	0.00839767	0.0175211	0.00414961	0.00754199	0.000377847	0.00263359	0.093327	0.0204684	0.000560166	0.00699611	0.0116461	0.00326925	0.590523	0.409477	0.5905231	2.774573
7956	-2368.059	-2439.941	71.88213	0.0826441	0.0862234	0.0138807	0.062278	0.0882382	0.0747716	0.0489138	0.0264572	0.0499417	0.0418188	0.0375629	0.110883	0.0259504	0.0261526	0.00974926	0.013211	0.00720252	0.0507396	0.0378068	0.0497288	0.0337881	0.0487631	0.0112482	0.0503115	0.0248418	0.0144441	0.0114105	0.155097	0.039595	0.0170709	0.00165512	0.0168441	0.0174451	0.00351268	0.0123241	0.0363167	0.0258996	0.0970634	0.0165234	0.00892774	0.0315375	0.00609485	0.00819495	0.0202888	0.0263671	0.122065	0.0154758	0.0344752	0.0210586	0.0213521	0.00651737	0.47205	1.30797	0.16115	0.410548	0.75749	1.32015	2.43577	6.20539	1.319904	0.2105262	0.0434817	0.0453649	0.00730308	0.0327665	0.0464249	0.0393397	0.0257351	0.01392	0.0262759	0.0220022	0.019763	0.058339	0.0136533	0.0137597	0.00512939	0.00695075	0.00378947	0.0266957	0.0198913	0.0261639	0.017777	0.0256558	0.00591804	0.0264705	0.0130701	0.00759949	0.00600345	0.0816017	0.0208322	0.00898152	0.000870813	0.0088622	0.00917843	0.00184813	0.00648412	0.0191074	0.0136266	0.0510681	0.00869351	0.00469716	0.0165929	0.00320669	0.00431162	0.0106746	0.0138726	0.0642225	0.00814229	0.0181385	0.0110796	0.011234	0.00342899	0.508854	0.491146	0.5088543	1.900665
7992	-2363.853	-2434.708	70.85452	0.13344	0.0822243	0.0286283	0.0611759	0.114224	0.120921	0.0662172	0.00652006	0.0746561	0.0220781	0.120822	0.0821125	0.0150446	0.0354768	0.00223918	0.0111508	0.0201862	0.0645261	0.0204928	0.0323245	0.0128945	0.0109937	0.0356362	0.0590546	0.0628917	0.0166835	0.00375248	0.263441	0.0649954	0.0209852	0.00158075	0.0112622	0.027601	0.0038727	0.00726192	0.0667436	0.0390977	0.0378296	0.0379647	0.0149904	0.0196909	0.00219863	0.0448944	0.00714536	0.0182842	0.165834	0.0350671	0.033486	0.0215242	0.0506047	0.00975622	0.673763	1.1903	0.143407	0.387844	0.744164	1.34379	2.57836	6.97316	1.40425	0.3301914	0.0574558	0.0354037	0.0123266	0.0263408	0.0491821	0.0520655	0.0285114	0.00280737	0.032145	0.00950628	0.0520228	0.0353556	0.0064778	0.0152754	0.000964132	0.00480124	0.00869166	0.0277833	0.00882369	0.0139181	0.00555203	0.00473362	0.015344	0.0254274	0.0270795	0.0071835	0.00161572	0.113431	0.0279854	0.00903569	0.000680632	0.00484922	0.0118843	0.00166749	0.0031268	0.0287381	0.0168345	0.0162884	0.0163466	0.00645447	0.00847841	0.000946674	0.0193304	0.00307661	0.00787271	0.0714039	0.015099	0.0144182	0.00926778	0.0217891	0.00420078	0.604918	0.395082	0.6049179	2.322479
8028	-2359.671	-2430.727	71.05551	0.0967919	0.118183	0.0401353	0.0444905	0.110665	0.0920463	0.0699372	0.0171274	0.067149	0.0418011	0.0979087	0.139563	0.037415	0.0314231	0.00707159	0.00243786	0.0219389	0.0921576	0.0344583	0.0346263	0.0104059	0.0228411	0.00752541	0.00527332	0.0343574	0.00842003	0.015317	0.209013	0.0361436	0.0242002	0.00364753	0.0129633	0.041286	0.00174462	0.00783459	0.0814093	0.00778506	0.0111381	0.0375074	0.0194045	0.0349972	0.017746	0.0284351	0.0236181	0.00745167	0.181497	0.0173086	0.0676066	0.0193027	0.0223164	0.0115388	0.783998	1.126	0.191109	0.446147	0.777399	1.28634	2.24141	5.23263	1.196617	0.4061559	0.0434559	0.0530597	0.0180192	0.0199745	0.0496842	0.0413253	0.0313991	0.00768956	0.0301473	0.0187671	0.0439573	0.0626582	0.0167979	0.0141078	0.00317487	0.0010945	0.00984973	0.0413752	0.0154704	0.0155459	0.00467185	0.0102548	0.00337862	0.00236752	0.0154252	0.00378027	0.00687674	0.0938388	0.0162271	0.010865	0.0016376	0.00582	0.0185358	0.000783266	0.00351743	0.0365497	0.00349519	0.00500058	0.0168394	0.00871187	0.0157124	0.00796727	0.0127663	0.0106036	0.00334551	0.0814851	0.00777088	0.0303528	0.00866616	0.0100192	0.00518047	0.550321	0.449679	0.5503213	2.227362
8064	-2365.735	-2437.033	71.29824	0.135558	0.031209	0.0470385	0.0572636	0.0836265	0.0765897	0.0470676	0.0369324	0.0873481	0.0286274	0.0965416	0.242352	0.0231801	0.0128344	0.0010884	0.0260101	0.0171797	0.090393	0.081347	0.0451967	0.0251484	0.0144563	0.00885017	0.00318155	0.0176068	0.0209606	0.00219329	0.0160469	0.188305	0.0536417	0.0206235	0.0163496	0.00960038	0.00510636	0.00929081	0.0321153	0.197425	0.0810086	0.0468715	0.0149549	0.00861546	0.00468647	0.038599	0.0334239	0.0252378	0.0106468	0.01255	0.0735217	0.0116469	0.0383147	0.0261281	0.406826	1.34602	0.155421	0.403364	0.753329	1.32744	2.47915	6.43414	1.346078	0.1763092	0.0580676	0.0133686	0.0201493	0.0245294	0.0358221	0.0328079	0.0201618	0.0158203	0.0374163	0.0122628	0.0413544	0.103814	0.00992942	0.00549773	0.000466225	0.0111416	0.00735908	0.0387206	0.0348457	0.0193604	0.0107725	0.00619247	0.00379105	0.00136284	0.00754202	0.00897867	0.000939516	0.00687384	0.0806621	0.0229779	0.00883425	0.00700349	0.00411241	0.00218735	0.0039798	0.0137569	0.0845689	0.0347007	0.0200778	0.00640604	0.00369051	0.00200749	0.0165342	0.0143174	0.0108108	0.00456066	0.0053759	0.0314936	0.00498907	0.0164124	0.0111922	0.613866	0.386134	0.6138657	2.334492
8100	-2363.384	-2434.353	70.96909	0.102022	0.0801916	0.0499891	0.0673117	0.0561792	0.121419	0.0728784	0.032712	0.0718611	0.0358682	0.0910454	0.0808647	0.0556348	0.0219498	0.00257922	0.0323605	0.0172078	0.0567806	0.0583462	0.0407416	0.0217229	0.0118736	0.0253648	0.0787741	0.017375	0.0195053	0.000222979	0.308003	0.0258612	0.0379268	0.0623477	0.00492293	0.0340927	0.0034398	0.0131019	0.107395	0.0295704	0.0516118	0.0471785	0.0887869	0.0314857	0.0257114	0.0365418	0.0165489	0.0210632	0.130839	0.013725	0.0874541	0.0057587	0.0147946	0.00285039	0.414078	1.34179	0.151878	0.398853	0.750691	1.33211	2.50719	6.58423	1.362752	0.1800179	0.0404243	0.0317742	0.0198071	0.0266708	0.0222598	0.0481097	0.0288765	0.0129614	0.0284735	0.014212	0.0360748	0.0320409	0.0220441	0.00869714	0.00102196	0.0128222	0.00681824	0.0224981	0.0231185	0.016143	0.00860723	0.00470465	0.0100503	0.0312126	0.00688448	0.00772855	8.83509e-05	0.12204	0.010247	0.0150277	0.024704	0.00195061	0.0135085	0.00136295	0.00519134	0.0425532	0.0117166	0.0204501	0.0186935	0.03518	0.0124756	0.0101876	0.0144789	0.00655717	0.00834585	0.0518421	0.00543824	0.0346518	0.00228177	0.00586205	0.00112941	0.547365	0.452635	0.5473646	2.523793
8136	-2357.148	-2428.217	71.06842	0.0873835	0.0733595	0.0184099	0.132574	0.0759558	0.119921	0.0342616	0.0206288	0.0764213	0.0190159	0.0832885	0.120255	0.0219912	0.0302264	0.0198085	0.0270315	0.0207068	0.0681421	0.0322194	0.0351162	0.0219732	0.0154735	0.0178958	0.0346751	0.0206785	0.00770004	0.007255	0.22023	0.0156296	0.0267281	0.0425534	0.0155317	0.0450645	0.0138841	0.00694483	0.0780953	0.0619565	0.0083889	0.0246439	0.0276377	0.0556668	0.0224933	0.0354585	0.0229162	0.0144061	0.177828	0.0216635	0.0714829	0.00357405	0.0214677	0.00194727	0.589902	1.23922	0.148182	0.394089	0.747882	1.33711	2.5375	6.74847	1.380567	0.2776815	0.0383503	0.0321955	0.00807963	0.0581832	0.033335	0.05263	0.0150365	0.00905342	0.0335393	0.0083456	0.0365531	0.0527769	0.00965135	0.0132656	0.00869342	0.0118634	0.00908768	0.0299058	0.0141402	0.0154116	0.00964345	0.00679089	0.00785397	0.015218	0.00907526	0.00337935	0.00318403	0.096653	0.00685942	0.0117302	0.0186755	0.00681643	0.0197776	0.00609337	0.0030479	0.0342739	0.0271911	0.00368166	0.0108155	0.0121294	0.0244307	0.00987173	0.0155618	0.0100573	0.00632245	0.0780442	0.00950752	0.031372	0.00156856	0.00942159	0.000854605	0.54134	0.45866	0.5413399	2.278561
