Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2088	-2359.552	-2431.085	71.53293	0.0963264	0.123864	0.0208396	0.0265598	0.0534313	0.0778992	0.0429644	0.0100668	0.0384122	0.0226825	0.0619469	0.103137	0.0153899	0.0255998	0.00380383	0.02967	0.0181594	0.0574436	0.0273169	0.0240247	0.00850061	0.0140036	0.0129186	0.0914848	0.0215662	0.0181561	0.00845671	0.00403129	0.00926495	0.0232253	0.0610538	0.00117915	0.00240164	0.0100447	0.00342508	0.011682	0.0191483	0.127142	0.161204	0.0230912	0.0162274	0.00737762	0.0144541	0.0491094	0.0213116	0.0144216	0.0318541	0.034894	0.0405109	0.0055921	0.00380638	0.673131	1.19067	0.111357	0.342832	0.716067	1.39652	2.91688	8.98016	1.587149	0.3297798	0.0550098	0.0707356	0.011901	0.0151677	0.0305134	0.0444864	0.024536	0.00574889	0.0219363	0.0129535	0.0353765	0.0588989	0.00878881	0.0146194	0.00217228	0.0169439	0.0103704	0.0328047	0.0156	0.0137199	0.00485451	0.00799712	0.00737753	0.0522449	0.012316	0.0103685	0.00482943	0.00230218	0.005291	0.0132635	0.0348665	0.000673385	0.00137152	0.0057363	0.00195599	0.00667134	0.0109352	0.0726078	0.0920601	0.0131869	0.00926709	0.00421319	0.00825439	0.0280452	0.0121706	0.00823583	0.0181911	0.0199271	0.0231349	0.00319352	0.00217374	0.484609	0.515391	0.4846088	1.751077
2124	-2357.642	-2429.426	71.78451	0.131844	0.0755843	0.0409206	0.0390769	0.0736442	0.0568575	0.0443497	0.00530592	0.0495468	0.0147139	0.0605926	0.144973	0.0200036	0.0244838	0.00733745	0.0218509	0.00661062	0.0962047	0.0335998	0.0332257	0.0128446	0.02392	0.0108587	0.0133692	0.0204083	0.00143207	0.00464952	0.00198293	0.00555433	0.0246307	0.0552137	0.00315494	0.000287016	0.00804704	0.00708774	0.069007	0.015924	0.106598	0.126232	0.0165115	0.0373665	0.00721851	0.0198968	0.0546736	0.0251298	0.0213353	0.00284578	0.03796	0.00688544	0.00911291	0.0283596	0.529791	1.27429	0.119817	0.355296	0.72409	1.38104	2.81455	8.34608	1.534202	0.2425235	0.0749447	0.0429646	0.0232606	0.0222126	0.0418618	0.0323197	0.0252098	0.00301606	0.028164	0.00836386	0.0344428	0.0824073	0.0113707	0.0139174	0.00417085	0.0124208	0.00375769	0.0546859	0.0190992	0.0188866	0.0073013	0.0135969	0.00617243	0.00759947	0.0116008	0.000814033	0.00264294	0.00112716	0.00315726	0.0140009	0.0313853	0.00179337	0.000163149	0.0045742	0.0040289	0.0392258	0.00905172	0.0605938	0.0717542	0.00938569	0.0212404	0.00410324	0.01131	0.0310782	0.0142846	0.0121277	0.00161763	0.0215777	0.00391391	0.00518008	0.0161205	0.524879	0.475121	0.5248794	1.759224
2160	-2354.456	-2426.23	71.77477	0.109136	0.103597	0.0467781	0.0351843	0.0560501	0.104772	0.0561005	0.0159469	0.0465239	0.0285703	0.0681573	0.0940273	0.0220123	0.0298415	0.00742736	0.0296334	0.00496518	0.0866287	0.011896	0.031087	0.0241361	0.0186806	0.00674849	0.0193389	0.0112923	0.00417623	0.00872632	0.00861794	0.00695209	0.00116427	0.0176554	0.020435	0.147003	0.017528	0.0108287	0.0318261	0.00393832	0.0419226	0.0198221	0.0111169	0.00145579	0.011059	0.168938	0.0291156	0.0531977	0.0583577	0.00634505	0.0299937	0.00236308	0.013516	0.0381255	0.443171	1.32482	0.113653	0.346262	0.718295	1.39219	2.88799	8.79872	1.57239	0.1951338	0.0595492	0.0565264	0.025524	0.0191979	0.0305831	0.0571676	0.0306107	0.00870129	0.0253853	0.0155891	0.0371893	0.051305	0.0120108	0.0162827	0.00405266	0.0161692	0.0027092	0.0472681	0.00649093	0.0169623	0.0131696	0.0101929	0.00368224	0.0105521	0.00616153	0.00227872	0.00476143	0.00470229	0.00379334	0.000635271	0.0096335	0.0111502	0.0802106	0.00956395	0.00590859	0.0173656	0.00214891	0.0228746	0.0108157	0.00606584	0.000794338	0.00603421	0.0921794	0.0158866	0.0290268	0.0318423	0.00346211	0.0163657	0.00128939	0.00737488	0.0208028	0.609883	0.390117	0.6098831	1.832712
2196	-2357.88	-2429.469	71.58895	0.198851	0.0554777	0.0513215	0.0527197	0.0566488	0.0900216	0.0749293	0.0181501	0.0361303	0.0281454	0.0519936	0.138754	0.0230075	0.0176177	0.00206256	0.0301549	0.0160098	0.0955958	0.03694	0.0174019	0.0140947	0.0223416	0.0158094	0.0367262	0.0131883	0.000458138	0.00305094	0.0125295	0.00132904	0.0326717	0.0417012	0.0195705	0.202164	0.00617912	0.000165475	0.0549751	0.00258365	0.0287152	0.0233056	0.000530095	0.0106896	0.0251665	0.153537	0.0192651	0.0133205	0.0265602	0.0072605	0.0695595	0.00248007	0.00721874	0.0158728	0.592653	1.23762	0.161082	0.410464	0.757441	1.32023	2.43627	6.20801	1.320209	0.2793379	0.100686	0.0280906	0.0259862	0.0266942	0.0286836	0.0455816	0.0379398	0.00919013	0.0182942	0.0142512	0.0263265	0.0702568	0.0116497	0.00892055	0.00104436	0.0152687	0.00810642	0.0484041	0.0187042	0.00881131	0.00713671	0.0113125	0.00800498	0.018596	0.00667776	0.000231974	0.00154482	0.00634419	0.000672948	0.016543	0.021115	0.00990937	0.102364	0.00312874	8.37866e-05	0.0278362	0.00130821	0.0145397	0.0118006	0.000268409	0.00541257	0.0127428	0.0777419	0.00975469	0.0067447	0.0134485	0.00367629	0.0352208	0.00125576	0.00365515	0.00803705	0.657424	0.342576	0.6574235	1.974952
2232	-2362.801	-2432.838	70.03698	0.211932	0.183416	0.0572658	0.0987828	0.0841498	0.102504	0.101176	0.0284661	0.0763149	0.0401238	0.108064	0.246684	0.0350205	0.0393281	0.000792002	0.0576912	0.0398896	0.108851	0.0239867	0.0264555	0.054407	0.0322833	0.0379816	0.0274109	0.0275592	0.0170222	0.00856093	0.0216999	0.0248094	0.0814331	0.101376	0.0201449	0.336124	0.0141845	0.000494066	0.0129132	0.00896524	0.0327504	0.0484793	0.00479734	0.00784526	0.00200314	0.217407	0.0555223	0.0174855	0.0536359	0.0135294	0.0453536	0.00522122	0.0193354	0.0500179	0.591081	1.23854	0.211658	0.468932	0.789573	1.26651	2.1325	4.72461	1.12277	0.2783907	0.0689963	0.0597126	0.0186433	0.0321596	0.0273957	0.033371	0.0329388	0.00926737	0.024845	0.0130626	0.035181	0.0803101	0.0114012	0.0128036	0.000257843	0.0187819	0.0129864	0.0354374	0.00780908	0.00861282	0.0177126	0.0105101	0.0123652	0.00892384	0.00897214	0.00554171	0.00278708	0.00706458	0.0080769	0.0265112	0.0330037	0.00655833	0.109428	0.00461789	0.000160847	0.00420399	0.00291871	0.0106622	0.0157828	0.00156181	0.00255409	0.00065214	0.0707785	0.0180757	0.00569256	0.0174616	0.00440462	0.0147652	0.00169981	0.00629478	0.0162837	0.628032	0.371968	0.6280316	3.071646
2268	-2353.912	-2423.575	69.66326	0.20217	0.119765	0.054143	0.0877284	0.10203	0.161452	0.0447282	0.0193595	0.0766725	0.0499011	0.0668591	0.0931961	0.0377461	0.0428622	0.00292274	0.0245992	0.0134222	0.0762473	0.0338566	0.0303219	0.0342236	0.0255013	0.0146923	0.0259083	0.0115084	0.00441878	0.0128434	0.0397333	0.00182514	0.0185621	0.00505791	0.0158807	0.0177525	0.0393329	0.00990688	0.00526738	0.0268291	0.361634	0.395564	0.0210328	0.00116531	2.41818e-05	0.0461051	0.0195928	0.0464314	0.0764892	0.0869811	0.0683129	0.176607	0.0950714	0.0373473	0.691915	1.17972	0.157981	0.40659	0.755204	1.32415	2.45948	6.32989	1.334267	0.3421306	0.0656058	0.0388647	0.0175699	0.0284686	0.0331097	0.0523925	0.0145147	0.00628231	0.0248809	0.0161933	0.0216964	0.0302429	0.0122489	0.0139091	0.000948452	0.00798264	0.00435561	0.0247429	0.0109868	0.0098397	0.0111058	0.00827538	0.00476777	0.00840745	0.00373459	0.00143393	0.00416779	0.0128938	0.000592274	0.00602357	0.00164133	0.00515341	0.00576082	0.0127638	0.00321487	0.00170931	0.00870626	0.117353	0.128364	0.00682531	0.000378152	7.84719e-06	0.0149615	0.00635802	0.0150674	0.0248214	0.0282261	0.0221681	0.0573105	0.0308515	0.0121195	0.649243	0.350757	0.6492432	3.081585
2304	-2362.591	-2434.731	72.13953	0.0701018	0.0861236	0.0455554	0.0316023	0.062747	0.0555986	0.0460812	0.021928	0.034388	0.0422079	0.0663908	0.0852284	0.0205712	0.0202807	0.00545985	0.0173451	0.011425	0.0424079	0.0228523	0.0196509	0.00809024	0.00850107	0.0102754	0.0169772	0.0160365	0.00563348	0.00882572	0.0164697	0.00550653	0.0214595	0.0475127	0.0123237	0.194833	0.00792486	0.00163707	0.0339476	0.0038936	0.0107923	0.0119837	0.00379008	0.00227139	0.0789604	0.0793125	0.0267216	0.0187474	0.0219726	0.00707268	0.00591744	0.0156225	0.016817	0.00650152	0.505661	1.28836	0.120675	0.356535	0.724876	1.37955	2.80478	8.28675	1.529043	0.2289485	0.0456904	0.056133	0.0296918	0.0205975	0.0408968	0.0362376	0.0300345	0.014292	0.0224132	0.02751	0.0432717	0.0555495	0.0134078	0.0132184	0.00355858	0.0113051	0.00744648	0.0276403	0.0148945	0.0128079	0.005273	0.00554077	0.00669721	0.0110653	0.0104521	0.00367175	0.00575236	0.0107345	0.003589	0.0139867	0.0309675	0.00803222	0.126987	0.00516521	0.001067	0.0221261	0.00253774	0.00703412	0.00781067	0.00247027	0.00148043	0.0514642	0.0516937	0.0174164	0.012219	0.0143211	0.00460978	0.00385683	0.0101823	0.0109609	0.00423751	0.719409	0.280591	0.7194092	1.534277
2340	-2351.193	-2422.097	70.9038	0.0782203	0.0623872	0.0332836	0.0950297	0.049497	0.125976	0.0881375	0.0326638	0.0730242	0.0308166	0.090675	0.132482	0.0255616	0.0306824	0.00239768	0.0217225	0.0178511	0.110164	0.0252997	0.020975	0.0223664	0.0120578	0.00727434	0.00186045	0.0232658	0.0100978	0.00566625	0.0128418	0.0169359	0.0365568	0.0462969	0.027969	0.270574	0.00695461	0.0119886	0.0763242	0.00766686	0.0436021	0.022713	0.00850018	0.00215622	0.0256986	0.249258	0.0618026	0.0277607	0.0852909	0.0162354	0.0471087	0.0308172	0.0205759	0.0127457	0.560066	1.25663	0.14387	0.388455	0.744529	1.34313	2.5743	6.9507	1.401917	0.2599858	0.0326216	0.0260184	0.0138808	0.0396319	0.0206426	0.0525378	0.0367575	0.0136223	0.0304545	0.012852	0.0378158	0.0552514	0.0106604	0.012796	0.000999947	0.00905931	0.00744474	0.0459435	0.0105512	0.00874756	0.00932783	0.00502866	0.00303375	0.000775898	0.00970293	0.00421127	0.0023631	0.00535564	0.00706309	0.0152459	0.019308	0.0116644	0.112842	0.0029004	0.00499983	0.0318308	0.00319744	0.0181842	0.00947241	0.00354498	0.000899244	0.0107175	0.103952	0.0257746	0.0115775	0.0355703	0.00677093	0.0196466	0.0128522	0.00858114	0.00531558	0.625988	0.374012	0.6259877	2.397809
2376	-2361.845	-2431.793	69.9488	0.214628	0.215981	0.0222358	0.0519724	0.0884829	0.147262	0.086199	0.0596965	0.145117	0.0425868	0.100616	0.200286	0.0432222	0.0666767	0.00234133	0.036333	0.024408	0.160022	0.0338536	0.0238138	0.0331453	0.0207603	0.0153795	0.0527975	0.0313418	0.0171523	0.00123961	0.0209834	0.0115996	0.00713895	0.139259	0.0166397	0.247967	0.0126228	0.00147556	0.103869	0.000531699	0.0342383	0.00736929	0.0268553	0.00653844	0.0656477	0.163	0.0337391	0.03805	0.0529774	0.00821941	0.0495938	0.0343237	0.00265297	0.0287614	0.708827	1.16985	0.226126	0.4843	0.797557	1.25383	2.06483	4.42232	1.074961	0.3534491	0.0703329	0.0707762	0.0072866	0.0170312	0.0289955	0.0482571	0.0282471	0.0195623	0.0475545	0.0139555	0.0329714	0.0656329	0.0141638	0.0218497	0.000767246	0.0119062	0.00799843	0.0524388	0.0110937	0.00780371	0.0108616	0.00680307	0.00503981	0.0173015	0.0102706	0.00562074	0.000406215	0.0068762	0.00380114	0.00233941	0.0456346	0.00545278	0.0812581	0.00413644	0.000483536	0.0340375	0.000174236	0.0112198	0.00241489	0.0088004	0.00214262	0.0215125	0.0534146	0.0110562	0.0124688	0.0173605	0.00269347	0.0162517	0.0112478	0.00086937	0.00942501	0.57709	0.42291	0.5770896	3.051603
2412	-2366.95	-2437.147	70.19668	0.185275	0.167227	0.0464644	0.0559771	0.0905259	0.133029	0.113534	0.052499	0.112676	0.032736	0.0780893	0.168068	0.0256731	0.0429897	0.0201636	0.0445556	0.037136	0.0835287	0.047113	0.0345624	0.0263592	0.0127888	0.0193451	0.0365119	0.0273013	4.89598e-05	0.0236851	0.0357571	0.0195192	0.0210994	0.133157	0.00883536	0.0107456	0.0142934	0.00365321	0.0687528	0.0222487	0.239182	0.29686	0.035	0.0173175	0.00979433	0.0451298	0.0210141	0.0516061	0.00539066	0.0720877	0.0586006	0.0675976	0.0237302	0.00654796	0.553647	1.26037	0.20994	0.467072	0.788595	1.26808	2.141	4.76328	1.128664	0.2562424	0.0616397	0.055635	0.0154583	0.0186231	0.0301172	0.0442577	0.037772	0.017466	0.0374862	0.010891	0.0259797	0.0559148	0.00854123	0.0143023	0.00670826	0.0148233	0.0123548	0.0277893	0.0156741	0.0114986	0.00876951	0.00425474	0.00643595	0.0121472	0.00908293	1.62885e-05	0.00787983	0.0118961	0.00649388	0.00701961	0.0443002	0.00293945	0.00357499	0.00475529	0.00121539	0.0228735	0.00740197	0.0795739	0.0987629	0.0116442	0.00576141	0.00325849	0.0150143	0.00699124	0.0171689	0.00179343	0.023983	0.0194959	0.0224892	0.00789486	0.00217845	0.648364	0.351636	0.648364	3.005783
2448	-2357.367	-2428.313	70.94546	0.184613	0.0782901	0.0445049	0.0406603	0.0614378	0.158228	0.0987798	0.0237494	0.0730458	0.0302077	0.0741653	0.136816	0.0212254	0.0214974	0.00152442	0.0210396	0.0044481	0.0584588	0.0549841	0.0430756	0.0215064	0.0241564	0.021086	0.0459894	0.0388435	0.000115286	0.0207954	0.020787	0.0254614	0.069907	0.0830793	0.0152408	0.0178261	0.000805405	0.0022688	0.0596937	0.0330005	0.184352	0.168785	0.0298172	0.00697948	0.00519968	0.0194082	0.0442901	0.0592441	0.00338995	0.0887365	0.0302311	0.0394556	0.0217935	0.00044019	0.479835	1.30343	0.139163	0.382203	0.74077	1.34995	2.61641	7.18581	1.42597	0.2147438	0.0758651	0.0321726	0.0182889	0.016709	0.0252474	0.0650225	0.0405927	0.0097596	0.0300175	0.0124136	0.0304776	0.0562235	0.00872241	0.00883418	0.000626447	0.00864605	0.00182791	0.0240232	0.0225952	0.0177016	0.00883788	0.00992686	0.00866513	0.018899	0.0159624	4.73758e-05	0.0085457	0.00854223	0.0104631	0.0287277	0.0341407	0.00626309	0.00732548	0.000330975	0.000932344	0.0245306	0.0135613	0.0757577	0.0693607	0.0122531	0.00286816	0.00213676	0.00797564	0.0182006	0.0243459	0.00139307	0.0364655	0.0124232	0.016214	0.00895587	0.000180892	0.672137	0.327863	0.6721374	2.433436
2484	-2360.863	-2431.586	70.72269	0.170631	0.138219	0.0480424	0.0349362	0.0861825	0.0799118	0.0993333	0.0219219	0.0662764	0.0265564	0.0700206	0.0973822	0.0253634	0.0319138	0.00191094	0.020931	0.00938908	0.126321	0.0432613	0.0423771	0.0264439	0.0104016	0.00918084	0.00573035	0.0302882	0.0295943	0.00904646	0.00399796	0.0558969	0.0560967	0.0947535	0.0225596	0.246228	0.00551467	0.0103178	0.071851	0.00678908	0.0183151	0.000111389	0.00724414	0.0188113	0.0599451	0.309853	0.0661789	0.00205547	0.0354453	0.021205	0.00521614	0.00240595	0.0120666	0.0282965	0.634034	1.21348	0.171384	0.423063	0.764619	1.30784	2.36371	5.83486	1.275385	0.304787	0.0676376	0.0547896	0.0190439	0.0138486	0.0341625	0.0316768	0.0393755	0.0086898	0.0262718	0.0105269	0.027756	0.0386021	0.010054	0.0126505	0.000757494	0.008297	0.00372181	0.0500732	0.0171487	0.0167982	0.0104823	0.00412315	0.00363926	0.0022715	0.0120062	0.0117311	0.00358599	0.00158478	0.0221574	0.0222366	0.03756	0.00894256	0.097604	0.002186	0.00408996	0.0284815	0.00269117	0.00726006	4.41543e-05	0.00287156	0.00745677	0.0237621	0.122825	0.0262331	0.000814783	0.0140504	0.0084056	0.00206767	0.000953714	0.00478315	0.0112167	0.668546	0.331454	0.6685461	2.52272
2520	-2355.261	-2427.027	71.76659	0.108026	0.0830391	0.036101	0.0478334	0.0350617	0.118231	0.0232405	0.0147823	0.0381672	0.0274835	0.0550041	0.0930295	0.0178684	0.00745338	0.00122898	0.0162439	0.0096261	0.059745	0.0366246	0.0165582	0.0162996	0.0162803	0.00670678	0.00207833	0.0131449	0.0056587	0.00491719	0.0131217	0.0183403	0.0424986	0.0710508	0.0195509	0.141797	0.00559489	0.00747947	0.0607102	0.013787	0.0138446	7.32199e-05	0.0012909	0.0134495	0.0309347	0.110002	0.0142708	0.0160384	0.0312129	0.0216719	0.0221642	0.00318659	0.0181928	0.000269147	0.571377	1.25003	0.0936927	0.315136	0.697494	1.4337	3.17323	10.6732	1.712035	0.266636	0.0674755	0.0518681	0.0225495	0.0298778	0.0219004	0.0738496	0.0145165	0.00923336	0.0238401	0.0171668	0.0343568	0.0581084	0.011161	0.00465555	0.000767648	0.0101463	0.00601269	0.0373181	0.0228766	0.0103426	0.0101811	0.010169	0.00418921	0.00129817	0.00821062	0.00353456	0.00307139	0.00819611	0.0114558	0.0265456	0.04438	0.0122119	0.0885697	0.0034947	0.00467185	0.037921	0.00861169	0.00864768	4.57348e-05	0.000806326	0.0084009	0.0193225	0.0687096	0.00891385	0.0100179	0.0194963	0.0135368	0.0138443	0.00199042	0.0113637	0.000168115	0.700467	0.299533	0.7004671	1.600965
2556	-2358.166	-2429.808	71.64197	0.0846978	0.126183	0.010541	0.0463123	0.0837509	0.114309	0.0332075	0.0220381	0.0482696	0.0471366	0.0733028	0.133537	0.0230504	0.0134894	0.00492238	0.0224805	0.0185625	0.0327619	0.0167954	0.0283858	0.0250138	0.011055	0.00660124	0.0541855	0.0110161	0.00266608	0.00579919	0.00163373	0.00583001	0.0390398	0.0151504	0.041182	0.00484708	0.0336433	0.00643361	0.0353592	0.0611197	0.0203994	0.0331617	0.00913354	0.0888556	0.190587	0.127125	0.030951	0.0102052	0.0133386	0.00231381	0.00567149	0.00232055	0.00359296	0.00904147	0.235704	1.44584	0.0646349	0.262943	0.659185	1.51702	3.8031	15.4715	1.980486	0.09509647	0.0447898	0.0667282	0.00557426	0.0244908	0.044289	0.060449	0.0175608	0.0116542	0.0255259	0.0249267	0.0387639	0.0706166	0.0121895	0.00713347	0.00260305	0.0118881	0.00981619	0.0173251	0.00888172	0.0150109	0.0132277	0.00584608	0.00349086	0.0286543	0.00582552	0.00140987	0.00306672	0.000863947	0.00308302	0.020645	0.00801183	0.0217778	0.00256323	0.0177912	0.00340222	0.0186986	0.0323213	0.0107876	0.0175365	0.00482999	0.0469885	0.100786	0.067226	0.0163675	0.00539668	0.00705369	0.00122359	0.00299919	0.00122715	0.00190003	0.0047813	0.544164	0.455836	0.5441638	1.891006
2592	-2350.756	-2422.368	71.61196	0.132035	0.0812696	0.0181728	0.037943	0.0733639	0.0876195	0.0423835	0.0103737	0.034075	0.0376708	0.0531196	0.157752	0.015248	0.0110283	0.00784786	0.0278238	0.0167135	0.0583042	0.0330538	0.0226537	0.0135279	0.0176491	0.0060223	0.0542146	0.0207319	0.004039	0.00367063	0.00151094	0.0133338	0.0346482	0.011054	0.0106438	0.00220219	0.00649056	0.00486302	0.032002	0.037547	0.0169315	0.0575919	0.0196383	0.0198756	0.139655	0.148894	0.0178699	0.0182219	0.00980975	0.0346483	0.0406778	0.00931319	0.00430658	0.0579515	0.54321	1.26646	0.111332	0.342794	0.716043	1.39656	2.9172	8.98216	1.58731	0.2502033	0.0722296	0.0444585	0.00994143	0.0207567	0.0401337	0.0479322	0.0231859	0.00567491	0.0186407	0.0206078	0.0290591	0.0862981	0.00834141	0.00603302	0.00429317	0.015221	0.00914311	0.0318953	0.0180821	0.0123927	0.00740041	0.00965494	0.0032945	0.0296581	0.0113414	0.00220954	0.00200802	0.000826559	0.00729423	0.0189543	0.0060471	0.00582268	0.00120471	0.00355066	0.00266031	0.0175067	0.0205401	0.00926238	0.0315056	0.0107431	0.010873	0.0763984	0.0814524	0.00977571	0.00996826	0.00536642	0.0189543	0.0222528	0.00509478	0.00235591	0.0317023	0.581608	0.418392	0.5816084	1.827987
2628	-2356.78	-2426.983	70.20301	0.210036	0.118808	0.0217774	0.0572555	0.156723	0.0725526	0.118618	0.0336762	0.122935	0.0528249	0.102095	0.168775	0.0378688	0.0357264	0.00494267	0.0250747	0.0206994	0.122665	0.0353756	0.0224939	0.0281369	0.0214666	0.006873	0.0925251	0.0396314	0.0266456	0.00887353	0.00492488	0.0110635	0.0320776	0.0235372	0.00599712	0.0147466	0.0635384	0.0134242	0.0672819	0.0741578	0.0388344	0.0577447	0.0476457	0.031692	0.413101	0.208034	0.0255485	0.0354443	0.0271132	0.011608	0.0614611	0.00354568	0.00538115	0.0430451	0.452286	1.3195	0.2055	0.462228	0.786034	1.27221	2.16343	4.86619	1.14412	0.1999496	0.0680604	0.0384988	0.0070568	0.0185532	0.0507849	0.0235101	0.0384373	0.0109125	0.0398359	0.0171175	0.033083	0.0546902	0.0122711	0.0115769	0.00160163	0.00812525	0.00670745	0.0397486	0.0114632	0.00728896	0.00911751	0.00695606	0.00222714	0.029982	0.0128422	0.00863427	0.00287539	0.00159587	0.00358502	0.0103945	0.00762704	0.00194332	0.0047785	0.0205891	0.00435	0.0218021	0.0240302	0.0125839	0.0187117	0.0154392	0.0102695	0.133862	0.0674116	0.00827878	0.0114854	0.00878581	0.00376149	0.019916	0.00114895	0.00174372	0.0139484	0.668754	0.331246	0.6687535	3.086023
2664	-2348.349	-2418.806	70.45639	0.166893	0.097271	0.0277285	0.0459466	0.135728	0.152906	0.0531321	0.0380408	0.0942765	0.0230228	0.0696288	0.145791	0.0267606	0.0254582	0.00425127	0.043118	0.0105288	0.102001	0.041641	0.036444	0.0257357	0.0182787	0.0225601	0.0633981	0.0433538	0.00143545	0.00446037	0.00779529	0.0221652	0.0298201	0.029723	0.0102397	0.0114665	0.0542257	0.0285757	0.00429762	0.0549503	0.0401815	0.0592255	0.0225631	0.071577	0.331828	0.15918	0.0566971	0.0154592	0.0772874	0.0167854	0.039519	0.000501596	0.000146957	0.00807002	0.617599	1.22307	0.160164	0.409322	0.756783	1.32138	2.44307	6.24359	1.324341	0.2945595	0.0624582	0.0364028	0.0103772	0.0171951	0.050795	0.0572238	0.0198842	0.0142364	0.0352822	0.00861607	0.026058	0.0545612	0.0100149	0.00952753	0.001591	0.0161365	0.00394031	0.0381731	0.0155838	0.0136388	0.00963135	0.00684063	0.00844292	0.0237262	0.0162248	0.000537203	0.00166926	0.00291732	0.00829515	0.0111599	0.0111236	0.00383213	0.00429125	0.0202935	0.0106942	0.00160835	0.0205647	0.0150376	0.0221646	0.00844405	0.0267871	0.124184	0.0595719	0.0212184	0.00578547	0.0289241	0.00628179	0.0147897	0.000187718	5.49973e-05	0.00302013	0.568512	0.431488	0.5685121	2.672073
2700	-2360.908	-2431.252	70.34469	0.134594	0.114445	0.0255899	0.0619193	0.106999	0.189484	0.0776421	0.0315592	0.0730313	0.0468443	0.108777	0.201385	0.0396836	0.0416061	0.0257256	0.0425119	0.0217902	0.151548	0.0297285	0.0220993	0.0196437	0.0301714	0.0123595	0.0316895	0.0186851	0.0117554	0.00479538	0.00280151	0.0103194	0.0275813	0.0607572	0.0018283	0.0168794	0.0512973	0.0491342	0.0107596	0.06981	0.0533637	0.0665693	0.03487	0.014009	0.247235	0.201032	0.046694	0.0283013	0.11296	0.0117521	0.0740583	0.000323841	0.000700322	0.0215128	0.436531	1.32869	0.15395	0.401497	0.75224	1.32936	2.49068	6.49562	1.352955	0.1916495	0.0465623	0.0395921	0.00885277	0.0214208	0.0370161	0.0655514	0.0268601	0.0109178	0.025265	0.0162057	0.0376312	0.0696685	0.0137284	0.0143935	0.00889972	0.0147069	0.00753826	0.0524275	0.0102845	0.00764521	0.00679569	0.0104377	0.00427573	0.0109629	0.00646407	0.00406675	0.00165895	0.000969175	0.00356997	0.00954169	0.0210188	0.000632497	0.00583938	0.0177462	0.0169979	0.00372225	0.0241506	0.018461	0.0230295	0.0120632	0.00484637	0.0855301	0.0695466	0.0161537	0.00979075	0.0390784	0.00406561	0.0256203	0.000112032	0.000242275	0.00744228	0.654173	0.345827	0.6541726	2.890613
